LUKIJALTA;1
 LUKIJALTA MAASEUDUN ASUKKAIDEN HEIDÄN TYÖNSÄ HYVINVOINTIIN ALETTAVA PANOSTAAAVAINJUTTUURHEILU;1
 ARSENALUNELMA VAIHTUI PAPUAUUDENGUINEAN MAAJOUKKUEESEEN LOPULTA KOUVOLAAN SUSIEN PÄÄVALMENTAJA MIKE KEENEY HAKENUT JALKAPALLOOPPIA EKSOOTTISISTAKIN PAIKOISTA VUOTTAAVAINJUTTULÄHELLÄ;1
 HALLIN SORTUMINEN PUDOTTI KOUVOLAN KOIRAHARRASTAJAT TYHJÄN HARJOITUKSET PERUTTU KEVÄÄSEEN SEURAKOIRAKERHON PÄÄTETTÄVÄ TEKEE SORTUMAVAARAN KÄYTTÖKIELLOSSA OLEVALLE HALLILLEENLÄHELLÄ;1
 KUUSANKOSKELLA TALVEHTII SINISORSAA JOITA HAUKAT JAHTAAVAT KUVISTA HAUKKAA TAISTELEE SORSASTA KYMIJOEN JÄÄLLÄLUKIJALTA;1
 LUKIJALTA KASVAVA PAINE HILLITÄ YMPÄRISTÖTUHOJA KULJETUKSIA MAANTEILTÄ SISÄVESILLENÄYTÄ ARTIKKELEITALUETUIMMAT HUUSIMMAT AVAINJUTTUKOUVOLALAINEN JANIKA MANKKI AMPUNUT VUOTIAANA HIRVIÄ METSÄSTÄJÄURANSA AIKANA VUODEN ERÄNUORI HIRVINAINEN KOLMANNESSA POLVESSAKOUVOLAN KELAN TOIMISTO SULJETTIIN PERJANTAINA KAHDEKSI TUNNIKSI UHKAUKSEN OTTI UHKAUKSESTA EPÄILLYN MIEHEN YKSITYISASUNNOSTA KOUVOLAN KESKUSTASSAKUUSANKOSKELAINEN KUSTAANKOTI ERITYISTARKKAILUUN YLLÄTYSTARKASTUKSESSA LÖYTYI ONGELMIA EIKÄ ENSIMMÄISTÄ KERTAAYKSI KUOLI KUUTOSTIELLÄ HENKILÖAUTON KUORMAAUTON NOKKAKOLARISSAALLE TUNNIN JUNAYHTEYS KOUVOLASTA HELSINKIIN YHDEN PYKÄLÄN LÄHEMPÄNÄ MINISTERI BERNER TIISTAINA NEUVOTTELUN RADAN RAHOITTAMISTAVOISTAKUUSANKOSKEN LUKIOLAISTEN TANSSIKENGÄT LIUKUIVAT SUJUVASTI VANHOJEN TANSSIEN TAHTIIN KUVAKOOSTE VANHOJENPÄIVÄN PUKULOISTOSTASMRALLI SULKEE TEITÄ KOUVOLASSA VIIKONLOPPUNA TIESULUT ERIKOISKOKEET KARTALTAKUUSANKOSKEN UIMAHALLI JOUDUTTIIN SULKEMAAN PIENESTÄ ALTAASTA LÖYTYNEEN BAKTEERIN PSEUDOMONAS AERUGINOSA BAKTEERI MUUN KORVATULEHDUKSIAAVAINJUTTURAHOJEN SAAMISESTA NETTIHUIJARIT ISKIVÄT PESULAYRITTÄJÄN KIMPPUUNJA TYHJENSIVÄT PANKKITILIN UHRI KERTOO TARINANSA VAROITUKSEKSI MUILLE TOISTA KERTAA MINUA HUIJATAAVAINJUTTUKOUVOLASSA ENSIMMÄISTÄ KERTAA JÄRJESTETYT VIINIMESSUT MYYTIIN LOPPUUN JATKOA SYKSYLLÄ NÄYTÄ KAIKKIMIELIPIDEKOLUMNIT;1
 KOLUMNI ESPETTERI CARE VANHUKSILLE UUSIA VIRIKKEITÄ ARVONNOILLA UBERNER TAKSIALAN HALTUUNSAJANNE RÖNKKÖKOLUMNIT;1
 KOLUMNI IITTI SATSAA LIIKAA LAPSIIN MINUN KORVANI KUULIVATSATUMIIA MASALINLUE MIELIPITEETLUETUIMMATAVAINJUTTUKOUVOLALAINEN JANIKA MANKKI AMPUNUT VUOTIAANA HIRVIÄ METSÄSTÄJÄURANSA AIKANA VUODEN ERÄNUORI HIRVINAINEN KOLMANNESSA POLVESSAKOUVOLAN KELAN TOIMISTO SULJETTIIN PERJANTAINA KAHDEKSI TUNNIKSI UHKAUKSEN OTTI UHKAUKSESTA EPÄILLYN MIEHEN YKSITYISASUNNOSTA KOUVOLAN KESKUSTASSAKUUSANKOSKELAINEN KUSTAANKOTI ERITYISTARKKAILUUN YLLÄTYSTARKASTUKSESSA LÖYTYI ONGELMIA EIKÄ ENSIMMÄISTÄ KERTAAYKSI KUOLI KUUTOSTIELLÄ HENKILÖAUTON KUORMAAUTON NOKKAKOLARISSAALLE TUNNIN JUNAYHTEYS KOUVOLASTA HELSINKIIN YHDEN PYKÄLÄN LÄHEMPÄNÄ MINISTERI BERNER TIISTAINA NEUVOTTELUN RADAN RAHOITTAMISTAVOISTAKUUSANKOSKEN LUKIOLAISTEN TANSSIKENGÄT LIUKUIVAT SUJUVASTI VANHOJEN TANSSIEN TAHTIIN KUVAKOOSTE VANHOJENPÄIVÄN PUKULOISTOSTASMRALLI SULKEE TEITÄ KOUVOLASSA VIIKONLOPPUNA TIESULUT ERIKOISKOKEET KARTALTAKUUSANKOSKEN UIMAHALLI JOUDUTTIIN SULKEMAAN PIENESTÄ ALTAASTA LÖYTYNEEN BAKTEERIN PSEUDOMONAS AERUGINOSA BAKTEERI MUUN KORVATULEHDUKSIAAVAINJUTTURAHOJEN SAAMISESTA NETTIHUIJARIT ISKIVÄT PESULAYRITTÄJÄN KIMPPUUNJA TYHJENSIVÄT PANKKITILIN UHRI KERTOO TARINANSA VAROITUKSEKSI MUILLE TOISTA KERTAA MINUA HUIJATAAVAINJUTTUKOUVOLASSA ENSIMMÄISTÄ KERTAA JÄRJESTETYT VIINIMESSUT MYYTIIN LOPPUUN JATKOA SYKSYLLÄ UUSIMMAT UUTISETOHIKULKIJA SOITTI HÄTÄKESKUKSEEN HUOMATTUAAN TULIPALON LASTAUSLAITURILLA MYLLYKOSKELLALUKIJALTA VANHUSASIAINVALTUUTETUN SAA UNOHTUA VAALIEN JÄLKEENNÄIN KISATTIIN SEEFELDISSÄEDELLISET VUODEN KILPAILUT MUISTETAAN VAPAAN HIIHTOTAVAN LÄPILYÖNNISTÄ LUISTELUTYYLIÄ SALAA OPETELLEEN KARI HÄRKÖSEN YLLÄTYSMESTARUUDESTA MIESTEN KILOMETRILLÄNÄYTTELIJÄ ELINA YLISUVANNOLLE EURON APURAHA VIE KOUVOLASSA KANTAESITETYN TEOKSEN VANKILOIHIN PÄIHDEHOITOLAITOKSIINLUKIJALTA ITÄRATA TOISI PIRISTYSRUISKEEN ITÄSUOMELLEAVAINJUTTUNELJÄ KOUVOLALAISTA INSTAGRAMVALOKUVAAJAA KERTOO KOUVOLA MAHTAVA KUVAUSKOHDE AMMATTISOTILAS RENTOUTUU KUVATESSAAN LUONTOA PÄÄKAUPUNKISEUDULTA KOUVOLAAN MUUTTANUT KUVAA SAA YKSINLUKIJALTA PÄÄSTÖJEN SAUNALLA TERVEYSVAIKUTUKSIAAVAINJUTTUKOUVOLASSA VIERAILLUT METSÄTALOUSMINISTERI JARI LEPPÄ ESITTELI EUN UUTTA ILMASTOTOIMIA VAHVISTAVAA MAATALOUSPOLITIIKKAA SUOMALAISET VILJELIJÄT OVAT HUOLISSAAN TULOTASOSTAAN TUKIEN SÄILYMISESTÄ AVAINJUTTUSINISTEN NAAMAT TUNNETAAN PUOLUETTA NIINKÄÄN KOUVOLASSA VIERAILLUT SAMPO TERHO SANOO SINISET SEKOITETAAN PERUSSUOMALAISIINHONDALLE TEHTIIN ILKIVALTAA PYSÄKÖINTIALUEELLA VIITAKUMMUSSA VIIKONLOPPUNAKOMMENTOIDUTAVAINJUTTUHELMINEN KOUVOLAN PERATTAVA SÄÄSTÖKEINOT ORGANISAATIOSTA OTETTAVA LÖYSÄT POISAVAINJUTTUKUNNALLISVEROON KOROTUS LUKIO KULTTUURIPALVELUT MINIMIIN SAIRAUSLOMALAISELLE KORVAAVAA TYÖTÄ ESIMERKKEJÄ KOUVOLAN UUSISTA SÄÄSTÖVAIHTOEHDOISTALUKIJALTA KYMSOTEN PERUSSOPIMUKSEN MUUTTAMINEN HORJUTTAISI LUOTTAMUSTA MAAKUNNAN SISÄLLÄLUKIJALTA TURVALLISUUS HYVINVOIVAN SUOMEN ELINEHTOAVAINJUTTUUUTISEN TAKAA KOUVOLAN VALTAPUOLUE SDP KATKAISTA VUODEN KUIVAN KAUDEN ÄÄNIEN HAJOAMINEN LIIKAA VAARANA TARJOLLA ERILAISTA EHDOKASTAALLE TUNNIN JUNAYHTEYS KOUVOLASTA HELSINKIIN YHDEN PYKÄLÄN LÄHEMPÄNÄ MINISTERI BERNER TIISTAINA NEUVOTTELUN RADAN RAHOITTAMISTAVOISTAKOUVOLAN KAUPUNGINVALTUUTETTU JUHA HUHTALA LÄHTEE VIHREIDEN EUROVAALIEHDOKKAAKSIPÄÄKIRJOITUS KOUVOLALLA TALOUSPÄHKINÄLUKIJALTA MAASEUDUN ASUKKAIDEN HEIDÄN TYÖNSÄ HYVINVOINTIIN ALETTAVA PANOSTAALUKIJALTA TULEVAN HALLITUKSEN TURVATTAVA ENNAKOITAVA TOIMINTAYMPÄRISTÖ INVESTOINTIEN SUUNNITTELULLEKOUVOLAN SANOMATTEKIJÄNOIKEUDET KAAKON VIESTINTÄ OYLEHTIKAARI PL KOUVOLAPUH;1
 PÄÄTOIMITTAJA PETRI KARJALAINENSISÄLTÖJOHTAJA TOIMITTAJA EIPAIKALLISET SISÄLLÖT LAKKAASIAKASPALVELU@KOUVOLANSANOMAT;4
FIANNA PALAUTETTAJUTTUVINKKIKÄYTTÖEHDOTTIETOSUOJALAUSEKEASIAKASPALVELUYRITYSASIAKKAATKAAKON VIESTINTÄLÄNSISAVO KONSERNIN MEDIATETELÄSAIMAAITÄSAVOJUVAN LEHTIKAAKONKULMAKANGASNIEMEN KUNNALLISLEHTIKESKILAAKSOKOUVOLAN SANOMATKYMEN SANOMATLUUMÄEN LEHTILÄNSISAIMAAN SANOMATLÄNSISAVOPAIKALLISLEHTI JOUTSENOPITÄJÄNUUTISETPURUVESIUUTISVUOKSIES KESKIVIIKKOKS KESKIVIIKKOLS KESKIVIIKKOVASTUULLISTA JOURNALISMIA KYMENLAAKSO YLE YLE;4
FI HYPPÄÄ SISÄLTÖÖN YLE;1
FI AREENA URHEILU VALIKKO AREENA URHEILU SÄÄ TEKSTITV ARKISTO LAPSET RADIOOPAS TVOPAS KATSELE TVTÄ OPPIMINEN KULTTUURI TIEDE SVENSKA NEWS NOVOSTI SPMI HAE KIRJAUDU YLETUNNUS OMAT TIEDOT KIRJAUDU TUOREIMMATURHEILUSÄÄKOTIMAAULKOMAATTALOUSPOLITIIKKAKULTTUURIKOLUMNITLUONTOTIEDETERVEYSVIIHDELIIKENNEBLOGITLISÄÄETUSIVUTUOREIMMATURHEILUSÄÄKOTIMAAULKOMAATTALOUSPOLITIIKKAKULTTUURIKOLUMNITLUONTOTIEDETERVEYSVIIHDELIIKENNEBLOGITUUTISET VIITTOMAKIELELLÄUUTISET SELKOSUOMEKSINEWS IN ENGLISHNOVOSTI YLESVENSKA YLEYLE SPMIYLE UUDIZET KARJALAKSEYLE UUTISLUOKKAATEEMAAAMUTVASTUDIOPERJANTAIPUOLI SEITSEMÄNTEKSTITVRSSSYÖTTEETYHTEYSTIEDOTKYMENLAAKSO TUOREIMMATTYÖNTEKIJÄT HUOLISSAAN HOIDON TASOSTA KYMSOTESSA VÄKEÄ SAIRAUSLOMAT KASAUTUVAT EIKÄ KULJENELJÄ AMMATTILIITTO SUPERIN AMMATTIOSASTOA KIRJOITTANUT KANNANOTON JOSSA PUREUDUTAAN ONGELMIIN UUDESSA SOTEKUNTAYHTYMÄSSÄ KYMSOTESSA;1
SAIRAANHOITOPALVELUTHAMINASSA PALANUT MUUNTAMO KATKAISI SÄHKÖT LÄHIKIINTEISTÖISTÄ HOTELLIVIERAAT SIIRRETTIIN TOISEEN MAJOITUKSEENHÄLYTYS PALOSTA SAATIIN ILTAKAHDEKSAN JÄLKEEN;1
HAMINA;1
SEITSEMÄN VAROITUSTA PUOLILLE SUOMEA METEOROLOGIT KAIPAAVAT SUOMALAISILTA HAVAINTOJA LIUKKAUDESTAHIEKOITUSHIEKAT OVAT SULANEET JÄÄN JÄINEN LIUKAS;1
SÄÄ;1
KUUSANKOSKEN UIMAHALLI SULJETTU BAKTEERILÖYDÖN ALTAASTA OTETUSTA NÄYTTEESTÄ LÖYTYI RUTIINITARKASTUKSEN YHTEYDESSÄ PSEUDOMONASBAKTEERIA;1
UIMAHALLIT;2
KONDUKTÖÖRIT STRESSAANTUIVAT JUNIEN MYÖHÄSTELYSTÄ MEIHIN ASIAKKAAN STRESSI PURKAUTUU PUOLET KAUKOJUNISTA MYÖHÄSSÄ TAMMIKUUSSA VAIKEUDET OVAT JATKUNEET HELMIKUULLE;1
KONDUKTÖÖRIT;1
KOUVOLAN TALOUS ROMAHTI KORJAUSKEINOIKSI VÄLÄYTETÄÄN TUNTUVAA VERONKOROTUSTA YTNEUVOTTELUJAVIIME VUODEN ALIJÄÄMÄN ARVIOIDAAN OLEVAN MILJOONAA EUROA PERÄTI MILJOONAA MARRASKUUSSA ARVIOITIIN;1
KOUVOLA;1
LAPSIA TYÖIKÄISET MUUTTAVAT ITÄSUOMEN VÄKI VÄHENEE ENNUSTETTUA JYRKEMMINITÄSUOMESTA KAAKKOISSUOMESTA VUODEN AIKANA YHDEN MAAKUNNAN VÄKILUVUN VERRAN ASUKKAITA;1
VÄESTÖNLASKENTA;1
LUOTTAMUSMIEHET ALKOIVAT KIISTELLÄ VALLASTA ÄÄNIEN HIERTÄÄ PÄÄTTÄJIÄ KYMENLAAKSON UUDESSA SOTEKUNTAYHTYMÄSSÄMAAKUNNAN VASTAKKAINASETTELU NOUSI KYMENLAAKSO;1
VUOTIAS KADONNUT KOUVOLASSAPOLIISIN ILMOITETTIIN KADONNEEKSI VIIKKOA SITTEN;1
KADONNUT HENKILÖ;1
POMO NIMITTELI MYYJÄÄ IDIOOTIKSI PUHUI AMPUMISESTA MUUTTI TYÖTEHTÄVIÄ MERKITTÄVÄSTI KALLIIKSI TULIAUTOTARVIKKEITA KOUVOLASSA MYYNEEN MIEHEN TYÖKYKY ROMAHTI YRITYKSEN TOIMITUSJOHTAJA SYRJI HÄNTÄ MONIN TAVOIN;1
TYÖPAIKKAKIUSAAMINEN;1
TEHDASHALLIN ROMAHTI KOUVOLASSA SISÄLLÄ USEITA AUTOJAROMAHTANEEN HALLIN KATOLLA METRIÄ SATEIDEN JÄLJILTÄ PAINAVAA LUNTA;1
SORTUMISONNETTOMUUDET;2
KOTKAN VALTUUSTO MILJOONASÄÄSTÖISTÄ YLE SEURASI HETKELTÄKAUPUNGINHALLITUS POISTI SÄÄSTÖLISTALTA MUUN HENKILÖSTÖN LOMAUTTAMISEN VIIKOKSI TÄNÄ VUONNA;1
KOTKA;5
NUORIPARI KUVASI MATKANSA MAAILMAN YMPÄRI SEN SYNTYI VAUVA ARKENSA YOUTUBESSAIKILOMALLAKANAVAN TITTA THOMAS HALLORAN PÄÄTTIVÄT YOUTUBESEURAAJANSA MUKANAAN SYNNYTYSSALIIN;1
YOUTUBE;1
KUNTAYHTYMÄ PERUSTI VALVONTAYKSIKÖN TARKASTAMAAN HOIVAKOTEJA SELVITETTÄVÄÄ LÖYTYI ENSIMMÄISELLÄ YLLÄTYSKÄYNNILLÄTÄMÄN VIIKON AIKANA KYMENLAAKSON VALVONTAYKSIKKÖ KÄYNYT KAHDESSA ESPERI CAREN MEHILÄISEN HOIVAKODISSA;1
LAITOSHUOLTO;1
LIIKEMIES SAWYER NEUVOTTELUT KANTASATAMAN HOTELLIOPERAATTORIN LOPPUSUORALLAHOTELLIN RAKENTAMISTA PIDETTY RATKAISEVANA KOTKAAN KAAVAILTU TAPAHTUMAKESKUS TOTEUTUISI;1
HOTELLIT;1
KAKSI MIESTÄ HÄIRIKÖI VUOTIASTA POIKAA KOULUN PIHALLA KOTKASSA KÄVI KÄSIKSI MÄÄRÄSI OPPILAAT LUKITSI OVETHUMALAISET MIEHET OTETTIIN KARHUVUOREN KOULUN LÄHISTÖLTÄ;1
KOULUT;3
ROTTASOTA TÄYDESSÄ KÄYNNISSÄ KOUVOLASSA PULSKAT RÖYHKEÄT ROTAT OVAT VASTUS HYVÄSSÄ KUNNOSSA NÄYTTÄVÄT LIIKKUVANROTTIA HÄVITETTY VIEMÄRIVERKOSTOSTA VUOTTA;1
 JAHTI TULOSTA;1
ROTTA LAJI;1
VUOTIAS LUKA VILJAKAINEN TANSSII BALETTIA EIKÄ VÄLITÄ MUUT AJATTELEVAT MONILLE VANHEMMILLE POIKIEN BALETTIHARRASTUS MÖRKÖVAIKKA BALETIN HARJOITTELUSTA APUA MONISSA URHEILULAJEISSA JALKAPALLOSSA KORIPALLOSSA BALETTITUNNEILLA KÄY PÄÄASIASSA TYTTÖJÄ;1
BALETTI;1
KEISARIKUNTAELOKUVAN MUISTOKIVI PALJASTETTIIN KOTKASSA YHTEEN ENTISAJAN LEGENDAT KOTKAN NYKYMUUSIKOTMUISTOKIVEN PALJASTUS AJOITETTIIN PÄIVÄLLE JONA KEISARIKUNTAELOKUVAN OHJANNUT MANDART OLISI TÄYTTÄNYT VUOTTA;1
KEISARIKUNTA ELOKUVA;1
PAPERIKAUPPIAS SUUNNITTELI ERIKOISEN KIRKKOA MUISTUTTAVAN TEHDASHALLIN LUVUN LOPULLA HALUTAAN PURKAAKEMIRA CHEMICALS OY HALUAA EROON VANHASTA PAHVIKUIVAAMOSTA SIJAITSEE HISTORIALLISESTI MERKITTÄVÄLLÄ KYMIN TEHDASALUEELTA KOUVOLASSA;1
METSÄ PAPERITEOLLISUUS;1
YKSI KUOLLUT LIIKENNEONNETTOMUUDESSA KOUVOLASSAONNETTOMUUS SATTUI ILTAPÄIVÄLLÄ VOIKKAAN SILLALLA;1
TIELIIKENNEKUOLEMAT;1
KOTKAN SÄÄSTÖLISTAAN MUUTOKSIA TEATTERIN LEIKKAUSTA PIENENNETTIIN SELVÄSTI SATAMAKADUN HARRASTUSTOIMINTA JATKUAKAUPUNGINTEATTERIN AVUSTUSTA PITI PIENENTÄÄ EUROLLA TÄNÄ VUONNA;1
IDEA UUDESTA ELOKUVATEATTERISTA PASAATISSA SITTENKIN HALLINTOOIKEUS KÄSITTELE KOTKALAISEN TALOYHTIÖN VALITUSTAYRITTÄJÄ HALUAISI KOTKAAN UUDEN ELOKUVATEATTERIN OSAKSI KAUPPAKESKUS PASAATIA;1
ELOKUVATEATTERIT ELOKUVIEN ESITTÄMINEN;1
DROONI AUTTOI MERKITTÄVÄSTI ISON TULIPALON SAMMUTTAMISESSA ROBOTTIHELIKOPTERIT KÄYTÖSSÄ TOISELLA PELASTUSLAITOKSELLAMIEHITTÄMÄTTÖMISTÄ ILMAALUKSISTA TULLUT SAMMUTUSTÖIDEN JOHTAMISESSA;1
YLEN SELVITYS VANHUSTEN RAVITSEMUS RETUPERÄLLÄ MEHILÄISEN HOIVAKODISSA LETKURUOKINNASSA OLLUT SAANUT RAVINTOA TUNTIINMEHILÄISEN HOITAJA SANOO NAURESKELI HENKILÖKUNTA YRITTI ONGELMISTA;1
VANHUSTENHOITO;3
YLEN SELVITYS HOIVAJÄTTI ATTENDOLLA ONGELMIA YMPÄRI SUOMEA HOIVAKODEISSA ALIRAVITTUJA ULKOILUA LIKAISISSA VAIPOISSA NUKKUMAANVALVONTAVIRANOMAISEN ASIAKIRJOJEN OSASSA ATTENDON HOIVAKOTEJA ONGELMAT OVAT JATKUNEET VUOSIKAUSIA;1
